pop1 avg (mean),pop1 max (mean),pop1 avg (std),pop1 max (std),pop2 avg (mean),pop2 max (mean),pop2 avg (std),pop2 max (std),time
7.274,27.3,8.666255349213856,25.757134933839204,6.828066666666666,24.938,7.18990473094046,21.81325642814479,2623.457520723343
6.468466666666667,23.746,8.411995607068118,25.067857586957846,6.155,22.858,8.30347152969434,24.152139366938076,2495.633009672165
5.8411333333333335,21.808,6.608014598786672,22.4751226025577,6.314133333333333,22.572,7.48846551734362,24.071660017539298,2737.3881454467773
5.784533333333333,21.296,7.37650871227183,23.67091852886153,5.822866666666667,21.482,7.790379209426628,26.68066108626246,2609.652583360672
5.895333333333334,20.664,8.17488623094468,23.1645225290745,5.582933333333332,20.412,8.164075905793352,25.657167731454688,2818.363058567047
